ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_del_Prestamo;Plazo_del_Prestamo;Tasa_de_Interes;Deuda_Existente;Numero_de_Dependientes;Estado_Laboral;Proposito_del_Prestamo;Estado_Civil;Nivel_de_Educacion;Score_de_Riesgo_Interno;Resultado_del_Riesgo;Periodo
3172;65;$87,038.00;Malo;$6,735.00;9;12.9%;$45,410.00;3;Autónomo;Educación;Casado;Doctorado;746;1;2022-10
3173;30;$59,127.00;Bueno;$40,044.00;31;7.1%;$49,663.00;1;Empleado;Otros;Soltero;Preparatoria;514;1;2022-01
3174;43;$35,598.00;Bueno;$11,827.00;21;8.6%;$49,025.00;4;Desempleado;Emergencia;Casado;Preparatoria;794;1;2022-03
3175;38;$96,134.00;Bueno;$18,892.00;33;12.6%;$21,160.00;1;Desempleado;Emergencia;Soltero;Maestría;654;1;2022-09
3176;25;$39,058.00;Bueno;$18,639.00;15;6.2%;$21,216.00;2;Autónomo;Emergencia;Divorciado;Maestría;646;1;2022-04
3177;62;$90,985.00;Regular;$40,195.00;23;13.6%;$12,253.00;3;Desempleado;Auto;Casado;Preparatoria;523;1;2022-06
3178;40;$55,100.00;Bueno;$3,358.00;12;12.1%;$2,949.00;5;Autónomo;Emergencia;Casado;Maestría;612;1;2022-01
3179;52;$75,977.00;Regular;$12,505.00;18;7.4%;$1,401.00;4;Empleado;Emergencia;Casado;Preparatoria;646;1;2022-07
3180;20;$85,581.00;Malo;$45,136.00;8;6.4%;$4,862.00;2;Autónomo;Auto;Soltero;Preparatoria;599;1;2022-09
3181;55;$54,548.00;Regular;$35,803.00;14;5.3%;$412.00;3;Desempleado;Otros;Soltero;Preparatoria;704;1;2022-04
3182;30;$24,200.00;Regular;$43,636.00;31;6.1%;$35,767.00;4;Empleado;Vivienda;Soltero;Preparatoria;686;1;2022-03
3183;21;$59,786.00;Regular;$21,239.00;25;9.8%;$10,973.00;4;Desempleado;Emergencia;Soltero;Doctorado;744;1;2022-06
3184;18;$65,733.00;Bueno;$29,491.00;7;13.4%;$24,162.00;4;Empleado;Emergencia;Divorciado;Doctorado;655;1;2022-06
3185;26;$93,010.00;Bueno;$3,853.00;25;7.6%;$16,989.00;0;Desempleado;Vivienda;Divorciado;Universidad;742;1;2022-08
3186;52;$59,011.00;Regular;$1,420.00;35;11.2%;$38,674.00;0;Empleado;Emergencia;Casado;Preparatoria;805;1;2022-12
3187;61;$96,857.00;Malo;$28,016.00;11;11.6%;$14,561.00;4;Autónomo;Emergencia;Casado;Doctorado;747;1;2022-12
3188;31;$24,507.00;Regular;$8,375.00;7;5.3%;$48,634.00;4;Empleado;Emergencia;Casado;Preparatoria;625;1;2022-07
3189;44;$66,961.00;Regular;$23,219.00;35;11.1%;$17,941.00;5;Autónomo;Educación;Casado;Doctorado;644;1;2022-06
3190;23;$84,845.00;Regular;$10,156.00;33;8.5%;$25,038.00;2;Autónomo;Emergencia;Soltero;Doctorado;676;1;2022-12
3191;35;$96,525.00;Bueno;$8,702.00;19;9.1%;$22,634.00;3;Empleado;Otros;Soltero;Universidad;715;1;2022-03
3192;29;$28,812.00;Regular;$21,561.00;14;6.2%;$30,377.00;0;Empleado;Auto;Casado;Doctorado;669;1;2022-01
3193;45;$26,538.00;Malo;$21,885.00;15;10.3%;$45,954.00;2;Autónomo;Educación;Soltero;Maestría;765;1;2022-02
3194;63;$21,950.00;Regular;$12,294.00;22;8.0%;$8,452.00;4;Desempleado;Otros;Divorciado;Universidad;572;1;2022-08
3195;34;$30,929.00;Malo;$47,591.00;28;10.2%;$21,516.00;5;Autónomo;Otros;Casado;Preparatoria;827;1;2022-11
3196;42;$64,324.00;Malo;$36,116.00;12;10.4%;$7,768.00;2;Autónomo;Educación;Divorciado;Maestría;816;1;2022-08
3197;41;$55,761.00;Regular;$8,476.00;9;9.3%;$48,266.00;4;Desempleado;Emergencia;Casado;Maestría;791;1;2022-01
3198;36;$69,185.00;Malo;$27,679.00;20;6.7%;$14,285.00;3;Empleado;Otros;Divorciado;Universidad;791;1;2022-02
3199;55;$90,393.00;Regular;$5,449.00;6;5.8%;$45,848.00;1;Desempleado;Vivienda;Casado;Doctorado;602;1;2022-06
3200;64;$55,799.00;Regular;$9,483.00;14;9.2%;$4,267.00;4;Empleado;Otros;Divorciado;Maestría;732;1;2022-03
3201;29;$77,452.00;Regular;$15,604.00;8;7.9%;$48,587.00;5;Empleado;Auto;Divorciado;Preparatoria;596;1;2022-06
3202;64;$56,828.00;Bueno;$5,884.00;8;10.3%;$45,097.00;2;Autónomo;Otros;Soltero;Universidad;774;1;2022-08
3203;32;$70,804.00;Bueno;$37,763.00;28;5.3%;$16,285.00;0;Empleado;Emergencia;Divorciado;Doctorado;837;1;2022-05
3204;53;$45,575.00;Malo;$21,030.00;28;10.5%;$19,554.00;1;Autónomo;Emergencia;Divorciado;Maestría;763;1;2022-10
3205;32;$80,267.00;Bueno;$8,436.00;7;9.2%;$30,074.00;3;Empleado;Otros;Divorciado;Universidad;700;1;2022-04
3206;19;$38,570.00;Bueno;$31,426.00;32;13.4%;$22,824.00;3;Empleado;Educación;Soltero;Doctorado;781;1;2022-09
3207;24;$49,667.00;Bueno;$23,390.00;10;13.8%;$10,290.00;0;Desempleado;Emergencia;Soltero;Universidad;805;1;2022-03
3208;48;$30,713.00;Regular;$22,278.00;11;5.4%;$11,443.00;3;Empleado;Auto;Divorciado;Preparatoria;650;1;2022-02
3209;30;$80,274.00;Bueno;$45,030.00;17;14.6%;$46,330.00;0;Desempleado;Otros;Divorciado;Universidad;638;1;2022-06
3210;19;$32,320.00;Malo;$16,828.00;7;5.1%;$19,871.00;3;Autónomo;Otros;Soltero;Doctorado;548;1;2022-11
3211;39;$90,445.00;Bueno;$1,123.00;6;5.2%;$38,399.00;2;Desempleado;Vivienda;Divorciado;Doctorado;808;1;2022-09
3212;34;$29,468.00;Regular;$13,237.00;29;7.3%;$34,356.00;0;Desempleado;Emergencia;Soltero;Maestría;593;1;2022-05
3213;65;$30,363.00;Regular;$23,905.00;6;5.2%;$29,147.00;0;Autónomo;Auto;Divorciado;Universidad;789;1;2022-04
3214;55;$44,372.00;Bueno;$29,368.00;21;12.1%;$3,423.00;5;Empleado;Emergencia;Soltero;Doctorado;829;1;2022-08
3215;27;$33,011.00;Bueno;$37,136.00;23;8.0%;$27,812.00;5;Autónomo;Otros;Soltero;Preparatoria;789;1;2022-12
3216;65;$61,865.00;Regular;$4,310.00;19;10.4%;$6,688.00;3;Autónomo;Emergencia;Soltero;Preparatoria;698;1;2022-11
3217;59;$70,040.00;Malo;$9,190.00;19;6.6%;$40,018.00;5;Desempleado;Emergencia;Soltero;Preparatoria;726;1;2022-09
3218;56;$51,028.00;Malo;$18,109.00;19;7.2%;$25,096.00;1;Empleado;Educación;Divorciado;Doctorado;654;1;2022-10
3219;43;$45,182.00;Bueno;$4,894.00;32;9.7%;$21,307.00;3;Autónomo;Otros;Divorciado;Doctorado;681;1;2022-08
3220;30;$84,616.00;Malo;$4,729.00;8;10.0%;$35,696.00;4;Empleado;Emergencia;Divorciado;Doctorado;782;1;2022-02
3221;57;$47,707.00;Regular;$45,611.00;15;13.6%;$4,403.00;2;Empleado;Vivienda;Divorciado;Doctorado;604;1;2022-04
3222;59;$20,022.00;Regular;$8,108.00;12;12.7%;$45,162.00;5;Autónomo;Educación;Divorciado;Universidad;767;1;2022-07
3223;47;$45,182.00;Regular;$5,494.00;34;8.3%;$44,072.00;1;Empleado;Educación;Soltero;Universidad;565;1;2022-12
3224;57;$85,661.00;Regular;$46,830.00;36;14.0%;$39,763.00;2;Autónomo;Auto;Divorciado;Universidad;792;1;2022-12
3225;42;$35,697.00;Malo;$10,847.00;34;14.3%;$10,508.00;0;Desempleado;Otros;Casado;Doctorado;538;1;2022-08
3226;62;$91,029.00;Malo;$14,689.00;7;8.0%;$7,927.00;1;Desempleado;Auto;Soltero;Maestría;598;1;2022-04
3227;35;$23,270.00;Bueno;$21,268.00;13;8.9%;$32,904.00;4;Autónomo;Vivienda;Soltero;Doctorado;659;1;2022-09
3228;37;$31,636.00;Bueno;$49,100.00;16;7.7%;$16,945.00;1;Autónomo;Auto;Casado;Maestría;602;1;2022-03
3229;48;$26,257.00;Regular;$32,187.00;32;8.3%;$17,500.00;4;Autónomo;Otros;Casado;Preparatoria;577;1;2022-07
3230;59;$57,128.00;Regular;$20,834.00;36;8.7%;$15,541.00;4;Empleado;Vivienda;Divorciado;Doctorado;533;1;2022-05
3231;33;$80,702.00;Malo;$39,438.00;34;13.6%;$7,183.00;1;Desempleado;Educación;Casado;Maestría;617;1;2022-04
3232;65;$32,677.00;Malo;$11,463.00;17;6.0%;$31,300.00;5;Empleado;Vivienda;Soltero;Preparatoria;769;1;2022-02
3233;36;$52,628.00;Regular;$20,764.00;30;8.4%;$49,159.00;2;Autónomo;Otros;Divorciado;Universidad;720;1;2022-05
3234;18;$83,259.00;Bueno;$4,097.00;29;6.1%;$3,093.00;2;Desempleado;Emergencia;Soltero;Doctorado;618;1;2022-08
3235;19;$33,476.00;Regular;$17,459.00;23;10.6%;$35,459.00;1;Autónomo;Auto;Soltero;Universidad;745;1;2022-05
3236;44;$28,555.00;Regular;$12,428.00;12;10.8%;$4,373.00;1;Empleado;Emergencia;Soltero;Doctorado;591;1;2022-10
3237;39;$40,816.00;Bueno;$11,569.00;29;8.7%;$34,146.00;5;Desempleado;Educación;Divorciado;Universidad;752;1;2022-09
3238;65;$51,303.00;Bueno;$45,408.00;12;14.4%;$10,415.00;2;Autónomo;Auto;Soltero;Universidad;637;1;2022-03
3239;36;$39,219.00;Bueno;$10,335.00;31;6.6%;$35,785.00;4;Desempleado;Educación;Casado;Universidad;603;1;2022-10
3240;23;$53,524.00;Regular;$2,867.00;18;13.2%;$2,041.00;0;Empleado;Otros;Casado;Preparatoria;820;1;2022-09
3241;25;$25,556.00;Regular;$26,685.00;33;15.0%;$6,267.00;1;Autónomo;Emergencia;Divorciado;Doctorado;842;1;2022-09
3242;33;$74,934.00;Malo;$44,873.00;15;11.0%;$9,185.00;1;Empleado;Educación;Divorciado;Doctorado;844;1;2022-07
3243;36;$81,760.00;Malo;$4,198.00;6;6.9%;$43,161.00;5;Empleado;Otros;Casado;Maestría;538;1;2022-07
3244;46;$36,792.00;Malo;$41,472.00;35;6.0%;$37,524.00;5;Empleado;Vivienda;Soltero;Maestría;540;1;2022-02
3245;21;$57,514.00;Malo;$27,075.00;14;10.2%;$45,550.00;3;Empleado;Auto;Soltero;Doctorado;642;1;2022-04
3246;42;$71,478.00;Malo;$3,110.00;25;7.8%;$33,102.00;2;Empleado;Auto;Casado;Universidad;560;1;2022-08
3247;44;$64,018.00;Bueno;$42,620.00;10;11.7%;$9,840.00;1;Desempleado;Vivienda;Divorciado;Doctorado;559;1;2022-07
3248;26;$71,264.00;Malo;$8,533.00;26;9.4%;$11,628.00;3;Desempleado;Educación;Soltero;Maestría;532;1;2022-08
3249;49;$71,533.00;Regular;$29,804.00;15;11.4%;$43,839.00;4;Autónomo;Otros;Soltero;Preparatoria;643;1;2022-01
3250;19;$67,144.00;Malo;$42,320.00;32;5.5%;$39,454.00;5;Desempleado;Emergencia;Divorciado;Universidad;578;1;2022-03
3251;26;$32,756.00;Malo;$34,352.00;34;14.9%;$45,439.00;0;Empleado;Otros;Divorciado;Maestría;591;1;2022-10
3252;20;$99,797.00;Bueno;$25,127.00;25;13.2%;$24,054.00;3;Empleado;Emergencia;Divorciado;Maestría;761;1;2022-05
3253;25;$84,764.00;Bueno;$25,640.00;8;5.5%;$45,940.00;2;Desempleado;Vivienda;Casado;Preparatoria;650;1;2022-04
3254;47;$82,894.00;Bueno;$20,136.00;31;8.3%;$26,468.00;3;Autónomo;Vivienda;Casado;Doctorado;515;1;2022-06
3255;65;$81,482.00;Regular;$31,402.00;16;10.9%;$27,161.00;2;Empleado;Emergencia;Casado;Maestría;818;1;2022-02
3256;54;$75,363.00;Regular;$32,267.00;16;5.2%;$36,387.00;4;Autónomo;Vivienda;Divorciado;Universidad;848;1;2022-02
3257;46;$20,650.00;Bueno;$12,230.00;19;8.1%;$24,260.00;3;Empleado;Vivienda;Casado;Preparatoria;815;1;2022-02
3258;26;$69,089.00;Regular;$32,186.00;16;9.5%;$29,544.00;1;Desempleado;Vivienda;Casado;Universidad;585;1;2022-11
3259;65;$35,025.00;Regular;$1,747.00;15;10.2%;$37,288.00;3;Desempleado;Auto;Soltero;Universidad;681;1;2022-07
3260;27;$44,463.00;Bueno;$12,265.00;24;5.9%;$13,760.00;3;Autónomo;Vivienda;Soltero;Maestría;566;1;2022-05
3261;54;$82,624.00;Malo;$9,527.00;35;5.7%;$40,415.00;5;Autónomo;Educación;Casado;Doctorado;682;1;2022-10
3262;22;$43,851.00;Regular;$28,930.00;16;11.7%;$8,235.00;1;Empleado;Vivienda;Casado;Universidad;583;1;2022-09
3263;62;$20,548.00;Regular;$37,243.00;19;11.6%;$26,117.00;3;Empleado;Educación;Soltero;Universidad;523;1;2022-10
3264;52;$52,629.00;Malo;$42,068.00;17;14.2%;$49,858.00;3;Autónomo;Auto;Divorciado;Universidad;775;1;2022-03
3265;28;$64,421.00;Regular;$1,997.00;15;8.4%;$35,248.00;5;Desempleado;Educación;Divorciado;Preparatoria;648;1;2022-12
3266;58;$73,014.00;Malo;$28,908.00;6;9.0%;$28,800.00;4;Desempleado;Emergencia;Divorciado;Maestría;755;1;2022-01
3267;65;$65,334.00;Bueno;$47,311.00;19;11.4%;$18,901.00;4;Autónomo;Otros;Divorciado;Doctorado;543;1;2022-06
3268;33;$76,653.00;Regular;$29,091.00;32;9.3%;$31,184.00;0;Desempleado;Auto;Divorciado;Universidad;660;1;2022-06
3269;24;$97,521.00;Malo;$34,670.00;24;9.3%;$22,173.00;4;Empleado;Otros;Divorciado;Doctorado;755;1;2022-08
3270;43;$43,820.00;Regular;$24,653.00;7;13.9%;$35,936.00;1;Desempleado;Auto;Casado;Universidad;595;1;2022-01
3271;56;$71,835.00;Malo;$10,727.00;26;11.1%;$15,236.00;5;Desempleado;Educación;Casado;Maestría;560;1;2022-05
3272;64;$42,695.00;Bueno;$37,103.00;21;10.9%;$16,347.00;2;Autónomo;Emergencia;Soltero;Universidad;694;1;2022-11
3273;57;$27,365.00;Malo;$11,051.00;29;11.8%;$40,471.00;5;Autónomo;Emergencia;Soltero;Doctorado;669;1;2022-12
3274;46;$43,005.00;Regular;$5,577.00;22;12.5%;$41,748.00;2;Desempleado;Emergencia;Casado;Doctorado;518;1;2022-01
3275;30;$89,511.00;Regular;$15,026.00;8;6.3%;$20,866.00;3;Autónomo;Emergencia;Divorciado;Universidad;835;1;2022-05
3276;48;$31,361.00;Regular;$36,968.00;10;14.5%;$37,229.00;0;Empleado;Educación;Casado;Maestría;533;1;2022-12
3277;47;$41,088.00;Malo;$30,218.00;16;12.4%;$1,044.00;0;Autónomo;Educación;Divorciado;Doctorado;755;1;2022-06
3278;54;$81,834.00;Malo;$30,798.00;12;5.7%;$31,921.00;5;Desempleado;Vivienda;Divorciado;Maestría;825;1;2022-08
3279;53;$62,901.00;Regular;$11,865.00;26;12.7%;$20,322.00;3;Empleado;Educación;Soltero;Universidad;848;1;2022-07
3280;19;$53,608.00;Bueno;$34,452.00;10;12.4%;$47,573.00;1;Autónomo;Auto;Divorciado;Universidad;561;1;2022-08
3281;47;$32,387.00;Bueno;$4,163.00;13;11.5%;$3,908.00;0;Desempleado;Auto;Divorciado;Universidad;694;1;2022-12
3282;65;$24,072.00;Malo;$34,734.00;27;11.6%;$12,983.00;5;Autónomo;Educación;Divorciado;Universidad;718;1;2022-07
3283;25;$30,272.00;Malo;$14,655.00;24;10.5%;$49,840.00;5;Empleado;Educación;Casado;Doctorado;536;1;2022-08
3284;65;$77,650.00;Regular;$46,700.00;24;7.0%;$1,393.00;4;Desempleado;Auto;Casado;Universidad;669;1;2022-08
3285;54;$88,594.00;Malo;$40,380.00;28;9.2%;$23,308.00;3;Desempleado;Emergencia;Divorciado;Doctorado;730;1;2022-10
3286;26;$48,141.00;Malo;$44,741.00;12;7.2%;$32,199.00;5;Desempleado;Emergencia;Soltero;Preparatoria;503;1;2022-05
3287;49;$74,273.00;Bueno;$34,497.00;7;9.3%;$13,952.00;3;Autónomo;Educación;Casado;Doctorado;816;1;2022-10
3288;50;$25,879.00;Malo;$46,945.00;35;5.3%;$46,521.00;4;Autónomo;Educación;Soltero;Preparatoria;826;1;2022-03
3289;58;$57,578.00;Bueno;$30,411.00;29;7.6%;$46,438.00;4;Empleado;Vivienda;Soltero;Universidad;832;1;2022-06
3290;62;$69,293.00;Bueno;$41,703.00;35;14.1%;$885.00;3;Desempleado;Educación;Soltero;Preparatoria;519;1;2022-03
3291;18;$36,666.00;Malo;$49,297.00;16;14.1%;$21,568.00;3;Empleado;Otros;Divorciado;Universidad;810;1;2022-10
3292;27;$75,396.00;Bueno;$30,673.00;12;13.8%;$10,282.00;3;Desempleado;Emergencia;Divorciado;Preparatoria;772;1;2022-05
3293;65;$35,405.00;Regular;$13,098.00;24;14.5%;$21,417.00;3;Desempleado;Vivienda;Divorciado;Preparatoria;612;1;2022-04
3294;38;$55,319.00;Bueno;$23,032.00;13;10.2%;$13,551.00;0;Empleado;Educación;Casado;Universidad;798;1;2022-06
3295;26;$57,512.00;Malo;$23,359.00;14;13.9%;$18,727.00;2;Desempleado;Otros;Casado;Doctorado;798;1;2022-05
3296;29;$50,256.00;Malo;$24,204.00;9;10.2%;$29,892.00;0;Autónomo;Educación;Soltero;Preparatoria;519;1;2022-10
3297;58;$88,478.00;Bueno;$7,830.00;9;11.1%;$47,621.00;5;Autónomo;Educación;Divorciado;Maestría;617;1;2022-07
3298;18;$84,146.00;Bueno;$6,017.00;31;8.1%;$2,657.00;4;Autónomo;Auto;Soltero;Maestría;830;1;2022-12
3299;47;$21,322.00;Malo;$7,577.00;31;8.2%;$34,241.00;0;Empleado;Otros;Casado;Doctorado;628;1;2022-03
3300;22;$32,739.00;Regular;$42,397.00;21;11.8%;$16,901.00;3;Desempleado;Otros;Casado;Universidad;545;1;2022-02
3301;46;$37,333.00;Bueno;$30,075.00;30;12.6%;$8,092.00;5;Desempleado;Educación;Casado;Doctorado;674;1;2022-12
3302;47;$62,800.00;Malo;$36,344.00;28;14.7%;$39,681.00;5;Desempleado;Otros;Divorciado;Universidad;783;1;2022-05
3303;33;$25,078.00;Regular;$35,982.00;35;11.9%;$23,768.00;0;Autónomo;Educación;Divorciado;Maestría;573;1;2022-04
3304;30;$26,402.00;Bueno;$45,647.00;23;7.1%;$13,185.00;3;Autónomo;Otros;Casado;Doctorado;534;1;2022-10
3305;36;$62,318.00;Bueno;$11,406.00;32;15.0%;$42,954.00;2;Empleado;Educación;Divorciado;Maestría;628;1;2022-03
3306;27;$93,115.00;Regular;$8,635.00;16;11.2%;$30,400.00;5;Autónomo;Otros;Divorciado;Maestría;641;1;2022-03
3307;24;$85,811.00;Bueno;$9,853.00;29;8.4%;$45,585.00;1;Empleado;Educación;Divorciado;Preparatoria;570;1;2022-04
3308;20;$55,901.00;Bueno;$7,539.00;6;10.7%;$368.00;2;Empleado;Auto;Casado;Universidad;802;1;2022-03
3309;21;$46,890.00;Bueno;$30,860.00;22;9.5%;$36,548.00;3;Autónomo;Emergencia;Divorciado;Preparatoria;586;1;2022-11
3310;46;$68,091.00;Regular;$7,750.00;14;7.5%;$48,245.00;3;Desempleado;Vivienda;Soltero;Universidad;644;1;2022-03
3311;56;$51,605.00;Bueno;$12,586.00;36;6.3%;$30,649.00;2;Autónomo;Vivienda;Soltero;Preparatoria;753;1;2022-07
3312;47;$27,985.00;Regular;$35,045.00;15;6.7%;$41,696.00;5;Empleado;Vivienda;Soltero;Maestría;693;1;2022-05
3313;25;$77,698.00;Malo;$30,596.00;21;14.4%;$32,813.00;0;Autónomo;Otros;Casado;Universidad;550;1;2022-10
3314;26;$31,844.00;Regular;$23,479.00;10;14.6%;$417.00;3;Desempleado;Otros;Divorciado;Preparatoria;788;1;2022-03
3315;22;$52,089.00;Regular;$22,235.00;16;6.5%;$22,205.00;1;Autónomo;Emergencia;Casado;Maestría;791;1;2022-01
3316;53;$56,297.00;Bueno;$24,656.00;21;7.0%;$890.00;0;Empleado;Vivienda;Soltero;Preparatoria;790;1;2022-03
3317;41;$75,589.00;Regular;$16,807.00;14;11.7%;$3,430.00;1;Autónomo;Otros;Soltero;Universidad;667;1;2022-11
3318;63;$89,483.00;Bueno;$40,205.00;7;11.3%;$12,956.00;1;Empleado;Emergencia;Casado;Maestría;564;1;2022-04
3319;41;$54,922.00;Regular;$27,805.00;9;12.9%;$31,809.00;4;Desempleado;Vivienda;Casado;Doctorado;744;1;2022-07
3320;27;$86,642.00;Regular;$26,348.00;21;9.2%;$44,791.00;5;Empleado;Vivienda;Soltero;Doctorado;646;1;2022-02
3321;31;$62,160.00;Malo;$42,409.00;36;9.3%;$32,488.00;2;Empleado;Vivienda;Soltero;Universidad;684;1;2022-05
3322;54;$96,212.00;Bueno;$21,110.00;21;13.2%;$46,336.00;1;Autónomo;Vivienda;Divorciado;Universidad;658;1;2022-11
3323;38;$65,423.00;Malo;$30,653.00;21;6.1%;$29,403.00;2;Autónomo;Otros;Divorciado;Universidad;650;1;2022-11
3324;59;$31,220.00;Bueno;$6,820.00;22;9.3%;$47,058.00;0;Empleado;Vivienda;Soltero;Doctorado;834;1;2022-12
3325;51;$51,528.00;Bueno;$28,625.00;28;14.6%;$25,762.00;4;Desempleado;Emergencia;Soltero;Maestría;753;1;2022-07
3326;26;$24,998.00;Bueno;$15,221.00;18;14.0%;$43,972.00;4;Desempleado;Emergencia;Soltero;Universidad;643;1;2022-04
3327;52;$39,291.00;Malo;$40,322.00;28;13.1%;$30,493.00;3;Desempleado;Otros;Divorciado;Maestría;666;1;2022-09
3328;59;$38,846.00;Bueno;$23,441.00;33;13.1%;$12,893.00;5;Desempleado;Vivienda;Casado;Doctorado;691;1;2022-10
3329;31;$40,344.00;Bueno;$5,934.00;11;8.0%;$32,275.00;0;Autónomo;Auto;Soltero;Doctorado;763;1;2022-10
3330;43;$76,364.00;Bueno;$26,676.00;24;14.6%;$34,135.00;1;Desempleado;Emergencia;Soltero;Universidad;799;1;2022-11
3331;65;$93,614.00;Malo;$31,334.00;36;14.1%;$9,634.00;1;Empleado;Emergencia;Divorciado;Universidad;607;1;2022-11
3332;40;$36,973.00;Malo;$37,811.00;9;13.2%;$2,546.00;2;Autónomo;Auto;Divorciado;Maestría;706;1;2022-03
3333;25;$66,772.00;Malo;$20,126.00;23;5.1%;$28,687.00;2;Empleado;Emergencia;Casado;Doctorado;654;1;2022-07
3334;49;$30,870.00;Regular;$34,422.00;26;9.2%;$34,906.00;5;Desempleado;Educación;Casado;Maestría;806;1;2022-06
3335;62;$62,006.00;Malo;$32,745.00;21;5.9%;$41,042.00;2;Empleado;Otros;Casado;Doctorado;767;1;2022-11
3336;51;$34,149.00;Bueno;$32,993.00;18;13.0%;$2,832.00;2;Desempleado;Vivienda;Soltero;Doctorado;603;1;2022-01
3337;43;$37,960.00;Malo;$17,715.00;25;5.9%;$18,108.00;5;Desempleado;Auto;Divorciado;Maestría;544;1;2022-07
3338;28;$92,685.00;Malo;$36,292.00;23;10.9%;$46,531.00;3;Autónomo;Emergencia;Casado;Doctorado;681;1;2022-12
3339;48;$63,431.00;Regular;$34,463.00;8;5.2%;$46,447.00;4;Desempleado;Otros;Divorciado;Maestría;767;1;2022-03
3340;46;$43,185.00;Bueno;$26,959.00;6;5.7%;$3,433.00;1;Empleado;Otros;Casado;Doctorado;842;1;2022-03
3341;22;$85,146.00;Bueno;$49,613.00;27;12.2%;$15,413.00;3;Desempleado;Vivienda;Soltero;Maestría;651;1;2022-01
3342;49;$50,292.00;Malo;$2,769.00;15;7.2%;$12,962.00;3;Autónomo;Otros;Casado;Universidad;555;1;2022-08
3343;23;$96,143.00;Bueno;$9,570.00;14;7.9%;$387.00;4;Autónomo;Educación;Soltero;Doctorado;835;1;2022-07
3344;63;$37,479.00;Regular;$5,236.00;28;9.3%;$7,967.00;3;Empleado;Vivienda;Casado;Doctorado;792;1;2022-02
3345;24;$31,186.00;Malo;$24,664.00;19;5.4%;$41,459.00;0;Desempleado;Educación;Casado;Maestría;514;1;2022-03
3346;63;$22,198.00;Bueno;$21,422.00;33;13.7%;$39,972.00;4;Desempleado;Emergencia;Soltero;Universidad;668;1;2022-04
3347;30;$83,651.00;Regular;$36,217.00;35;10.3%;$16,552.00;2;Autónomo;Vivienda;Soltero;Doctorado;678;1;2022-06
3348;52;$66,406.00;Regular;$47,184.00;19;10.9%;$2,676.00;2;Empleado;Emergencia;Divorciado;Preparatoria;560;1;2022-10
3349;26;$54,122.00;Malo;$14,299.00;34;8.4%;$39,619.00;4;Autónomo;Educación;Divorciado;Maestría;716;1;2022-08
3350;55;$77,650.00;Regular;$16,572.00;26;13.7%;$30,348.00;2;Autónomo;Auto;Divorciado;Doctorado;796;1;2022-08
3351;34;$51,145.00;Malo;$34,989.00;23;11.8%;$6,116.00;4;Empleado;Vivienda;Soltero;Maestría;640;1;2022-07
3352;18;$77,810.00;Bueno;$14,267.00;28;14.0%;$43,822.00;2;Desempleado;Vivienda;Casado;Maestría;505;1;2022-04
3353;53;$85,201.00;Regular;$4,410.00;31;13.2%;$7,243.00;5;Desempleado;Auto;Divorciado;Preparatoria;554;1;2022-01
3354;61;$49,813.00;Bueno;$31,780.00;16;13.1%;$38,647.00;5;Autónomo;Educación;Soltero;Preparatoria;740;1;2022-06
3355;46;$41,148.00;Regular;$1,694.00;13;13.6%;$14,632.00;4;Autónomo;Auto;Soltero;Preparatoria;654;1;2022-09
3356;39;$82,002.00;Regular;$8,689.00;21;12.6%;$10,546.00;2;Desempleado;Educación;Casado;Maestría;643;1;2022-03
3357;61;$59,786.00;Regular;$39,793.00;11;5.0%;$22,584.00;3;Autónomo;Vivienda;Divorciado;Doctorado;842;1;2022-10
3358;32;$64,456.00;Bueno;$47,313.00;36;9.8%;$22,768.00;1;Autónomo;Emergencia;Divorciado;Doctorado;603;1;2022-11
3359;19;$66,166.00;Malo;$40,491.00;33;10.4%;$6,931.00;1;Desempleado;Emergencia;Divorciado;Preparatoria;685;1;2022-10
3360;39;$40,794.00;Bueno;$43,244.00;15;7.4%;$33,971.00;3;Desempleado;Educación;Soltero;Maestría;572;1;2022-02
3361;32;$28,724.00;Bueno;$37,850.00;29;8.2%;$47,648.00;0;Desempleado;Auto;Divorciado;Maestría;632;1;2022-03
3362;43;$79,533.00;Bueno;$18,971.00;21;8.0%;$45,457.00;5;Autónomo;Auto;Casado;Universidad;776;1;2022-01
3363;47;$98,729.00;Regular;$20,272.00;20;11.0%;$41,676.00;1;Autónomo;Vivienda;Soltero;Preparatoria;744;1;2022-03
3364;51;$80,175.00;Bueno;$19,685.00;28;6.9%;$11,112.00;1;Autónomo;Educación;Soltero;Preparatoria;637;1;2022-03
3365;42;$75,802.00;Regular;$40,834.00;25;8.2%;$25,194.00;3;Empleado;Educación;Soltero;Universidad;792;1;2022-10
3366;25;$72,217.00;Regular;$44,147.00;21;7.8%;$33,430.00;2;Desempleado;Auto;Casado;Maestría;705;1;2022-04
3367;19;$36,165.00;Bueno;$15,825.00;35;6.0%;$37,873.00;4;Autónomo;Emergencia;Divorciado;Doctorado;674;1;2022-10
3368;29;$64,652.00;Malo;$36,986.00;26;10.5%;$9,073.00;0;Autónomo;Educación;Casado;Doctorado;543;1;2022-07
3369;19;$27,165.00;Malo;$24,392.00;14;11.4%;$16,223.00;4;Desempleado;Educación;Divorciado;Universidad;712;1;2022-09
